
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   1  97   0   0   1|   0  2731B|2042k  153k|   0     0 | 458  2114 |0.11 0.09 0.16| 192M 45.3M  191M 3002M
  1   1  97   0   0   1|   0  6144B|2075k  156k|   0     0 | 779  2150 |0.10 0.09 0.16| 191M 45.3M  191M 3002M
  1   1  97   0   0   1|   0  5461B|2073k  156k|   0     0 | 481  2082 |0.17 0.11 0.16| 192M 45.4M  191M 3001M
  1   1  97   0   0   1|   0  3413B|2073k  156k|   0     0 | 510  2106 |0.16 0.11 0.16| 192M 45.4M  191M 3001M
  1   1  98   0   0   0|   0  3413B|2074k  155k|   0     0 | 488  2090 |0.13 0.10 0.16| 192M 45.4M  191M 3001M
  1   1  97   0   0   1|   0  4779B|2063k  155k|   0     0 | 479  2090 |0.12 0.10 0.16| 192M 45.4M  191M 3001M
  1   0  99   0   0   0|   0  3413B| 681k   52k|   0     0 | 269   742 |0.11 0.10 0.16| 190M 45.4M  191M 3004M

------------------------------------------------------------------------
#client=4 #workers=16 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  3   3  92   1   0   2|  10k   63k|   0     0 |   0     0 |1518  2295 |0.10 0.10 0.16| 189M 45.4M  191M 3004M
  0   0 100   0   0   0|   0  2731B|2405B  974B|   0     0 |  23    47 |0.09 0.09 0.16| 189M 45.4M  191M 3004M
  8   2  89   0   0   1|   0  8192B|  80k 1171k|   0     0 | 661  1504 |0.08 0.09 0.16| 191M 45.4M  191M 3002M
  1   1  98   0   0   1|   0  3413B| 134k 2023k|   0     0 | 464  2050 |0.07 0.09 0.16| 191M 45.4M  191M 3002M
  1   1  97   0   0   1|   0  6827B| 138k 2059k|   0     0 | 435  2055 |0.07 0.09 0.15| 192M 45.4M  191M 3002M
  1   1  96   0   0   1|   0  7509B| 139k 2069k|   0     0 | 653  2067 |0.06 0.08 0.15| 192M 45.4M  191M 3001M
  1   1  97   0   0   1|   0  2731B| 136k 2030k|   0     0 | 375  1943 |0.13 0.10 0.16| 192M 45.4M  191M 3001M
  1   1  97   0   0   1|   0  4096B| 133k 2001k|   0     0 | 568  1770 |0.12 0.10 0.16| 192M 45.4M  191M 3002M
  1   1  97   1   0   1|   0  8192B| 133k 1977k|   0     0 | 502  1782 |0.11 0.09 0.16| 191M 45.4M  191M 3002M
  1   1  97   0   0   1|   0  2731B| 134k 2005k|   0     0 | 491  1807 |0.10 0.09 0.15| 191M 45.4M  191M 3002M
  1   1  98   0   0   0|   0  6144B| 135k 2012k|   0     0 | 418  1901 |0.09 0.09 0.15| 191M 45.4M  191M 3002M
  1   1  97   0   0   1|   0  3413B| 134k 2013k|   0     0 | 446  1951 |0.08 0.09 0.15| 191M 45.4M  191M 3002M
  1   1  98   0   0   1|   0  3413B| 100k 1476k|   0     0 | 329  1559 |0.07 0.09 0.15| 190M 45.4M  191M 3003M
  0   0  99   0   0   0|   0  4779B|2405B  974B|   0     0 |  23    38 |0.06 0.08 0.15| 189M 45.5M  191M 3004M
  9   2  90   0   0   0|   0  4779B|  11k 2609B|   0     0 |  69   228 |0.06 0.08 0.15| 192M 45.5M  191M 3002M
  1   1  97   0   0   1|   0  9557B|2058k  155k|   0     0 | 237  2246 |0.05 0.08 0.15| 192M 45.5M  191M 3001M
  1   1  97   0   0   1|   0  2731B|2095k  157k|   0     0 | 234  2216 |0.04 0.08 0.15| 192M 45.5M  191M 3001M
  1   2  96   0   0   1|   0  2731B|2083k  156k|   0     0 | 523  2288 |0.04 0.08 0.14| 192M 45.5M  191M 3001M
  1   1  97   0   0   1|   0  3413B|2084k  157k|   0     0 | 226  2149 |0.04 0.08 0.14| 192M 45.5M  191M 3001M
  1   1  97   0   0   1|   0  3413B|2047k  154k|   0     0 | 677  2071 |0.03 0.07 0.14| 192M 45.5M  191M 3001M
  1   1  97   0   0   1|   0  7509B|2062k  154k|   0     0 | 849  2038 |0.03 0.07 0.14| 192M 45.5M  191M 3001M
  1   1  97   0   0   0|   0  5461B|2038k  153k|   0     0 | 914  2021 |0.03 0.07 0.14| 192M 45.5M  191M 3001M
  1   1  97   0   0   1|   0  2731B|2081k  156k|   0     0 | 329  2273 |0.02 0.07 0.14| 192M 45.5M  191M 3001M
  1   1  98   0   0   1|   0  3413B|2063k  155k|   0     0 | 612  1980 |0.02 0.07 0.14| 192M 45.5M  191M 3001M
  1   1  97   0   0   1|   0  3413B|2067k  155k|   0     0 | 658  2200 |0.02 0.06 0.14| 192M 45.5M  191M 3001M
  0   0  99   0   0   0|   0  4096B| 681k   51k|   0     0 | 333   751 |0.02 0.06 0.14| 190M 45.5M  191M 3003M

------------------------------------------------------------------------
#client=4 #workers=32 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  3   3  92   1   0   2|  10k   62k|   0     0 |   0     0 |1510  2290 |0.17 0.09 0.14| 190M 45.5M  191M 3003M
  0   0 100   0   0   0|   0  6144B|2405B  974B|   0     0 |  24    47 |0.16 0.09 0.14| 189M 45.5M  191M 3004M
  9   2  89   0   0   0|   0  5461B|  79k 1154k|   0     0 |  78  1345 |0.15 0.09 0.14| 192M 45.5M  191M 3001M
  0   1  98   0   0   1|   0  2731B| 136k 2032k|   0     0 | 368  2051 |0.14 0.09 0.14| 192M 45.5M  191M 3001M
  1   1  97   0   0   1|   0  4096B| 135k 2023k|   0     0 | 655  1912 |0.11 0.08 0.14| 192M 45.5M  191M 3001M
  1   1  97   0   0   1|   0  6144B| 132k 1974k|   0     0 | 290  1882 |0.10 0.08 0.14| 192M 45.5M  191M 3001M
  1   1  97   0   0   1|   0  6144B| 136k 2023k|   0     0 | 503  2086 |0.10 0.08 0.14| 194M 45.5M  191M 2999M
  1   1  98   0   0   1|   0  2731B| 136k 2032k|   0     0 | 126  1853 |0.09 0.08 0.14| 192M 45.5M  191M 3001M
  1   2  97   0   0   1|   0    10k| 135k 2012k|   0     0 | 355  1886 |0.08 0.08 0.14| 192M 45.6M  191M 3001M
  1   1  97   0   0   1|   0  2731B| 138k 2075k|   0     0 | 665  2125 |0.07 0.08 0.13| 191M 45.6M  191M 3002M
  1   1  97   0   0   1|   0  2731B| 134k 2004k|   0     0 | 543  1999 |0.06 0.07 0.13| 191M 45.6M  191M 3002M
  1   2  97   0   0   0|   0  2731B| 133k 1983k|   0     0 |1065  1886 |0.06 0.07 0.13| 192M 45.6M  191M 3001M
  1   1  98   0   0   1|   0  6144B|  99k 1469k|   0     0 | 453  1514 |0.05 0.07 0.13| 190M 45.6M  191M 3003M
  0   0 100   0   0   0|   0  6827B|2405B  974B|   0     0 |  24    47 |0.05 0.07 0.13| 192M 45.6M  191M 3001M
  8   2  90   0   0   0|   0  2731B|6236B 1847B|   0     0 |  69   204 |0.12 0.08 0.13| 192M 45.6M  191M 3001M
  1   1  98   0   0   1|   0  4779B|1987k  149k|   0     0 | 475  2087 |0.11 0.08 0.13| 192M 45.6M  191M 3001M
  1   1  97   0   0   1|   0  2731B|2055k  154k|   0     0 | 722  2205 |0.10 0.08 0.13| 192M 45.6M  191M 3001M
  1   1  98   0   0   0|   0  2731B|2061k  154k|   0     0 | 986  2073 |0.25 0.11 0.14| 192M 45.6M  191M 3001M
  1   1  97   1   0   0|   0  8192B|2067k  155k|   0     0 | 703  2026 |0.23 0.11 0.14| 192M 45.6M  191M 3001M
  1   1  96   0   0   1|   0  3413B|2092k  157k|   0     0 | 366  2356 |0.20 0.11 0.14| 192M 45.6M  191M 3001M
