
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  0   2  97   1   0   0|   0  4779B| 153k 2048k|   0     0 |  19  1098 |0.01 0.04 0.06| 200M 42.8M  298M 1125M
  1   2  96   1   0   0|   0  2048B| 155k 2046k|   0     0 |  18  1107 |0.01 0.04 0.06| 200M 42.8M  298M 1125M
  1   1  97   1   0   0|   0  2048B| 157k 2072k|   0     0 |  18  1219 |0.01 0.04 0.06| 200M 42.8M  298M 1125M
  1   2  97   0   0   0|   0  5461B| 157k 2069k|   0     0 |  18  1133 |0.01 0.04 0.06| 200M 42.8M  298M 1125M
  1   2  97   1   0   0|   0  2048B| 156k 2056k|   0     0 |  18  1250 |   0 0.03 0.06| 200M 42.8M  298M 1125M
  0   2  97   1   0   0|   0  6827B|  94k 1233k|   0     0 |  18   759 |   0 0.03 0.06| 200M 42.8M  298M 1125M
 16   3  80   0   0   0|   0  4096B|3363B 1600B|   0     0 |  18   176 |   0 0.03 0.06| 201M 42.8M  298M 1123M

------------------------------------------------------------------------
#client=4 #workers=32 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  4   3  91   1   0   1|  16k   50k|   0     0 |   0     0 |  18  1810 |0.08 0.05 0.06| 199M 42.8M  298M 1126M
  1   1  98   0   0   0|   0  3413B| 583k   39k|   0     0 |  18   379 |0.08 0.05 0.06| 199M 42.8M  298M 1125M
  1   2  96   0   0   0|   0  2048B|1999k  132k|   0     0 |  18  1153 |0.06 0.04 0.06| 199M 42.8M  298M 1125M
  2   1  97   0   0   0|   0  5461B|2013k  133k|   0     0 |  18  1061 |0.06 0.04 0.06| 199M 42.8M  298M 1125M
  2   2  96   0   0   0|   0  2048B|1999k  132k|   0     0 |  18  1090 |0.05 0.04 0.06| 199M 42.8M  298M 1125M
  2   1  96   1   0   0|   0  5461B|2027k  134k|   0     0 |  18  1135 |0.05 0.04 0.06| 200M 42.8M  298M 1125M
  2   2  96   1   0   0|   0  2048B|2014k  133k|   0     0 |  18  1057 |0.05 0.04 0.06| 200M 42.9M  298M 1125M
  2   2  96   0   0   0|   0  2048B|2017k  134k|   0     0 |  18  1104 |0.04 0.04 0.06| 200M 42.9M  298M 1125M
  1   2  96   0   0   0|   0  2048B|2057k  136k|   0     0 |  18  1104 |0.03 0.04 0.06| 200M 42.9M  298M 1125M
  2   2  95   0   0   0|   0  3413B|2039k  135k|   0     0 |  18  1167 |0.03 0.04 0.06| 200M 42.9M  298M 1125M
  1   2  96   0   0   0|   0  2048B|1997k  132k|   0     0 |  18  1165 |0.03 0.04 0.06| 200M 42.9M  298M 1125M
  1   2  96   0   0   0|   0  2731B|2022k  134k|   0     0 |  18  1108 |0.03 0.03 0.06| 200M 42.9M  298M 1125M
  0   0  99   0   0   0|   0  2048B|  43k 3990B|   0     0 |  18    60 |0.02 0.03 0.06| 200M 42.9M  298M 1125M
  1   0  98   1   0   0|   0  2048B|3152B 1369B|   0     0 |  18    52 |0.02 0.03 0.06| 200M 42.9M  298M 1125M
  1   1  97   0   0   0|   0  2048B| 107k 1365k|   0     0 |  18   917 |0.02 0.03 0.06| 200M 42.9M  298M 1125M
  1   2  96   1   0   0|   0  2048B| 157k 2061k|   0     0 |  18  1224 |0.02 0.03 0.06| 200M 42.9M  298M 1125M
  1   2  97   1   0   0|   0  2048B| 155k 2053k|   0     0 |  18  1209 |0.02 0.03 0.06| 200M 42.9M  298M 1125M
  1   2  96   1   0   0|   0  2731B| 158k 2064k|   0     0 |  18  1265 |0.09 0.04 0.06| 200M 42.9M  298M 1125M
  1   2  95   1   0   0|   0  2048B| 159k 2079k|   0     0 |  18  1209 |0.08 0.04 0.06| 200M 42.9M  298M 1125M
  1   2  96   1   0   0|   0  2048B| 159k 2091k|   0     0 |  18  1323 |0.16 0.06 0.07| 200M 43.0M  298M 1125M
  1   2  96   0   0   1|   0  2048B| 159k 2090k|   0     0 |  18  1291 |0.15 0.06 0.06| 200M 43.0M  298M 1125M
  1   2  97   1   0   0|   0  2048B| 157k 2077k|   0     0 |  18  1308 |0.13 0.06 0.06| 200M 43.0M  298M 1125M
  1   2  97   0   0   0|   0  2048B| 157k 2063k|   0     0 |  18  1255 |0.11 0.06 0.06| 200M 43.0M  298M 1125M
  1   1  97   1   0   1|   0  2731B| 158k 2080k|   0     0 |  18  1296 |0.10 0.05 0.06| 200M 43.0M  298M 1125M
