
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  0   1  99   0   0   0|   0  2048B|2169k 2169k|   0     0 |4674  7480 |0.67 0.38 0.41| 316M 42.2M  431M 12.9G
  0   1  99   0   0   0|   0  6144B|2205k 2205k|   0     0 |4838  7567 |0.57 0.36 0.41| 316M 42.2M  431M 12.9G
  1   1  98   0   0   0|   0  6144B|2205k 2204k|   0     0 |4864  7816 |1.16 0.49 0.45| 323M 42.2M  431M 12.9G
  1   1  98   0   0   0|   0  5461B|2241k 2241k|   0     0 |4627  7705 |1.07 0.48 0.44| 333M 42.2M  431M 12.9G
  0   1  99   0   0   0|   0  2731B|2163k 2163k|   0     0 |4283  7172 |0.99 0.47 0.44| 333M 42.2M  431M 12.9G
  0   1  99   0   0   0|   0  2048B|2159k 2159k|   0     0 |4373  7488 |0.91 0.47 0.44| 349M 42.2M  431M 12.9G
  0   1  99   0   0   0|   0  5461B|2189k 2188k|   0     0 |4614  7592 |0.77 0.45 0.43| 349M 42.2M  431M 12.9G
  5   1  94   0   0   0|   0    27k| 891k  891k|   0     0 |2250  3703 |0.79 0.46 0.44| 246M 42.3M  431M 13.0G
  8   2  90   0   0   0|   0    15k|3067B 2936B|   0     0 | 395  1145 |0.72 0.45 0.44| 259M 42.3M  431M 13.0G
  3   1  96   0   0   0|   0    33k| 647k  647k|   0     0 |1534  2840 |0.66 0.44 0.43| 280M 42.3M  431M 13.0G
  1   1  98   0   0   0|   0  4779B|2172k 2172k|   0     0 |4195  7338 |0.61 0.44 0.43| 286M 42.3M  431M 13.0G
  1   1  98   0   0   0|   0  2048B|2191k 2189k|   0     0 |4426  7561 |0.52 0.42 0.43| 297M 42.3M  431M 12.9G
  0   1  99   0   0   0|   0  2731B|2212k 2212k|   0     0 |4430  7366 |0.47 0.41 0.42| 300M 42.3M  431M 12.9G
  1   1  99   0   0   0|   0  2731B|2231k 2231k|   0     0 |4642  7699 |0.44 0.41 0.42| 302M 42.3M  431M 12.9G
  1   1  98   0   0   0|   0    43k|2182k 2183k|   0     0 |4210  7364 |0.40 0.40 0.42| 314M 42.3M  431M 12.9G
  0   1  99   0   0   0|   0  2048B|2230k 2229k|   0     0 |4444  7498 |0.37 0.39 0.42| 314M 42.3M  431M 12.9G
