
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  0   0  99   0   0   0|   0  2731B|1555B  663B|   0     0 |  18    33 |0.02 0.05 0.07| 192M 20.1M  129M 1324M
  0   0  99   0   0   0|   0  2048B|2419B  988B|   0     0 |  18    42 |0.02 0.05 0.07| 192M 20.1M  129M 1324M

------------------------------------------------------------------------
#client=4 #workers=16 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  2   2  94   2   0   0|  35k  169k|   0     0 |   0     0 |  19  2821 |0.42 0.13 0.09| 192M 20.1M  132M 1322M
  0   0  99   0   0   0|   0  2731B|2449B 1007B|   0     0 |  18    37 |0.35 0.12 0.09| 192M 20.1M  132M 1322M
  2   3  94   1   0   0|   0  2731B|4056k  268k|   0     0 |  18  3940 |0.32 0.12 0.09| 192M 20.1M  132M 1322M
  4   5  90   0   0   1|   0  2048B|7555k  498k|   0     0 |  18  7100 |0.30 0.12 0.09| 192M 20.1M  132M 1322M
  3   4  91   1   0   0|   0  6827B|7904k  522k|   0     0 |  18  7651 |0.27 0.12 0.09| 192M 20.1M  132M 1322M
  3   5  91   1   0   0|   0  2048B|7511k  496k|   0     0 |  18  7040 |0.25 0.11 0.09| 192M 20.1M  132M 1322M
  4   5  90   0   0   1|   0  2048B|7535k  497k|   0     0 |  18  6980 |0.21 0.11 0.09| 192M 20.1M  132M 1322M
  4   6  89   0   0   1|   0  2048B|7792k  514k|   0     0 |  18  7749 |0.20 0.11 0.09| 192M 20.1M  132M 1322M
  3   5  90   1   0   1|   0  4779B|7605k  502k|   0     0 |  18  7460 |0.18 0.11 0.09| 192M 20.2M  132M 1322M
  5   6  88   0   0   1|   0  2048B|7487k  494k|   0     0 |  18  7545 |0.16 0.10 0.09| 192M 20.2M  132M 1322M
  4   5  89   1   0   1|   0  5461B|7525k  497k|   0     0 |  18  7476 |0.15 0.10 0.09| 192M 20.2M  132M 1322M
  5   6  89   0   0   0|   0  2048B|7510k  496k|   0     0 |  18  7509 |0.21 0.11 0.09| 192M 20.2M  132M 1322M
  2   2  96   0   0   1|   0  2048B|2870k  190k|   0     0 |  18  2776 |0.19 0.11 0.09| 193M 20.2M  132M 1322M
  0   0  99   1   0   0|   0  2048B|1907B  839B|   0     0 |  18    44 |0.18 0.11 0.09| 192M 20.2M  132M 1322M
  0   0  99   0   0   0|   0  2731B|3162B 1378B|   0     0 |  18    51 |0.16 0.11 0.09| 192M 20.2M  132M 1322M
  1   0  99   1   0   0|   0  2048B|2405B  974B|   0     0 |  18    46 |0.15 0.11 0.09| 192M 20.2M  132M 1322M
  2   5  92   0   0   0|   0  2048B| 439k 5856k|   0     0 |  18  5886 |0.12 0.10 0.09| 192M 20.2M  132M 1322M
  2   6  90   0   0   1|   0  2048B| 580k 7744k|   0     0 |  18  7478 |0.11 0.10 0.09| 192M 20.2M  132M 1322M
  2   5  92   0   0   1|   0  2048B| 557k 7424k|   0     0 |  18  7330 |0.11 0.10 0.09| 192M 20.2M  132M 1322M
  2   5  92   0   0   0|   0  2048B| 553k 7374k|   0     0 |  18  6831 |0.10 0.10 0.09| 192M 20.2M  132M 1322M
  2   5  91   1   0   1|   0  2731B| 588k 7844k|   0     0 |  18  7658 |0.09 0.10 0.09| 192M 20.2M  132M 1322M
  2   7  90   0   0   1|   0  2048B| 595k 7959k|   0     0 |  18  8398 |0.07 0.09 0.08| 192M 20.3M  132M 1322M
  3   5  91   0   0   1|   0  2048B| 593k 7911k|   0     0 |  18  8213 |0.15 0.11 0.09| 192M 20.3M  132M 1322M
  2   5  91   0   0   1|   0  2048B| 601k 8026k|   0     0 |  18  8294 |0.14 0.10 0.09| 192M 20.3M  132M 1322M
