
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  0   0 100   0   0   0|   0  9557B| 458B  423B|   0     0 |  26   103 |0.42 0.28 0.14| 255M 19.4M  148M 13.3G
  4   1  95   0   0   0|   0    10k| 583k  583k|   0     0 |1326  3072 |0.39 0.27 0.14| 270M 19.4M  148M 13.3G
  3   2  95   0   0   0|   0  9557B|3658k 3658k|   0     0 |7597    16k|0.44 0.28 0.14| 300M 19.4M  148M 13.2G
  1   2  97   0   0   0|   0  6144B|4239k 4238k|   0     0 |9382    19k|0.40 0.28 0.14| 300M 19.4M  148M 13.2G
  1   2  96   0   0   0|   0  9557B|4122k 4121k|   0     0 |8892    18k|0.37 0.27 0.14| 307M 19.4M  148M 13.2G
  1   2  97   0   0   0|   0  5461B|4141k 4141k|   0     0 |8657    18k|0.31 0.26 0.14| 307M 19.4M  148M 13.2G
  1   2  97   0   0   0|   0  6144B|4223k 4222k|   0     0 |8330    19k|0.29 0.26 0.14| 307M 19.4M  148M 13.2G
  1   2  97   0   0   0|   0  4779B|3954k 3954k|   0     0 |7318    17k|0.26 0.25 0.13| 317M 19.4M  148M 13.2G
  1   2  97   0   0   0|   0  4779B|4027k 4027k|   0     0 |7942    18k|0.32 0.27 0.14| 317M 19.4M  148M 13.2G
  1   2  97   0   0   0|   0  9557B|3907k 3907k|   0     0 |7950    17k|0.30 0.26 0.14| 331M 19.4M  148M 13.2G
  1   2  97   0   0   0|   0  5461B|4099k 4099k|   0     0 |8123    18k|0.25 0.25 0.14| 331M 19.5M  148M 13.2G
  1   1  98   0   0   0|   0  4096B|3154k 3153k|   0     0 |6341    14k|0.23 0.25 0.14| 341M 19.5M  148M 13.2G
  8   1  90   0   0   0|   0    45k|1928B 1920B|   0     0 | 279   845 |0.29 0.26 0.14| 236M 19.5M  148M 13.3G
  7   1  92   0   0   0|   0    42k|1227B 1432B|   0     0 | 331   908 |0.35 0.27 0.14| 253M 19.5M  148M 13.3G
  2   0  97   0   0   0|   0    53k| 901B  884B|   0     0 |  92   320 |0.32 0.27 0.14| 256M 19.5M  148M 13.3G
  3   2  95   0   0   0|   0    12k|3107k 3108k|   0     0 |6478    13k|0.27 0.26 0.14| 273M 19.5M  148M 13.3G
  1   2  97   0   0   0|   0  5461B|4154k 4153k|   0     0 |8575    18k|0.25 0.26 0.14| 287M 19.5M  148M 13.2G
  1   2  96   0   0   0|   0  5461B|4125k 4125k|   0     0 |8221    18k|0.23 0.25 0.14| 301M 19.5M  148M 13.2G
  1   2  97   0   0   0|   0  6144B|4112k 4112k|   0     0 |8472    17k|0.29 0.26 0.14| 301M 19.5M  148M 13.2G
  1   2  97   0   0   0|   0  9557B|4000k 4000k|   0     0 |7187    17k|0.27 0.26 0.14| 301M 19.5M  148M 13.2G
  1   2  97   0   0   0|   0  4779B|4260k 4259k|   0     0 |7958    19k|0.30 0.27 0.15| 301M 19.5M  148M 13.2G
  1   2  97   0   0   0|   0  5461B|4269k 4270k|   0     0 |8273    19k|0.36 0.28 0.15| 309M 19.6M  148M 13.2G
  1   2  97   0   0   0|   0  6144B|4305k 4305k|   0     0 |8401    19k|0.33 0.27 0.15| 323M 19.6M  148M 13.2G
  1   2  97   0   0   0|   0  4096B|4314k 4313k|   0     0 |8297    19k|0.30 0.27 0.15| 322M 19.6M  148M 13.2G
