
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   1  96   0   0   1|   0  2048B|  69k  499k|   0     0 |  18   773 |0.08 0.08 0.14| 190M 19.2M  129M 1328M
  1   2  96   1   0   1|   0  2048B|  68k  502k|   0     0 |  18   804 |0.07 0.08 0.13| 191M 19.2M  129M 1327M
  0   2  96   1   0   2|   0  4779B|  69k  499k|   0     0 |  19   768 |0.06 0.08 0.13| 190M 19.2M  129M 1328M
  1   1  96   1   0   2|   0  2048B|  70k  505k|   0     0 |  18   772 |0.05 0.08 0.13| 191M 19.2M  129M 1327M
  1   2  96   1   0   2|   0  2048B|  70k  509k|   0     0 |  18   767 |0.05 0.08 0.13| 191M 19.2M  129M 1328M
  1   1  97   1   0   1|   0  2048B|  68k  496k|   0     0 |  18   733 |0.05 0.08 0.13| 191M 19.2M  129M 1328M
  1   1  96   0   0   2|   0  2048B|  69k  508k|   0     0 |  18   741 |0.04 0.07 0.13| 190M 19.2M  129M 1328M
  1   1  96   0   0   1|   0  3413B|  70k  509k|   0     0 |  18   767 |0.04 0.07 0.13| 190M 19.2M  129M 1328M
  1   1  95   3   0   0|   0  2731B|  35k  247k|   0     0 |  18   393 |0.11 0.09 0.13| 190M 19.2M  129M 1328M

------------------------------------------------------------------------
#client=4 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  3   2  89   6   0   0| 131k  634k|   0     0 |   0     0 |  22   480 |0.17 0.10 0.14| 190M 19.2M  129M 1328M
  1   0  99   0   0   0|   0  3413B|2415B  983B|   0     0 |  18    37 |0.14 0.10 0.13| 191M 19.2M  129M 1327M
  2   2  96   0   0   0|   0  3413B|1974k  131k|   0     0 |  18  1338 |0.13 0.10 0.13| 190M 19.2M  129M 1328M
  2   2  95   1   0   0|   0  2048B|2078k  138k|   0     0 |  18  1273 |0.12 0.09 0.13| 190M 19.3M  129M 1328M
  2   2  95   1   0   1|   0  4096B|2089k  139k|   0     0 |  18  1287 |0.11 0.09 0.13| 191M 19.3M  129M 1327M
  1   2  96   0   0   0|   0  2048B|2047k  136k|   0     0 |  18  1232 |0.10 0.09 0.13| 190M 19.3M  129M 1328M
  1   2  95   1   0   0|   0  2048B|2092k  139k|   0     0 |  18  1171 |0.08 0.09 0.13| 190M 19.3M  129M 1328M
  1   2  96   0   0   0|   0  2048B|2058k  136k|   0     0 |  18  1225 |0.08 0.08 0.13| 190M 19.3M  129M 1328M
  2   2  96   0   0   0|   0  2048B|1935k  128k|   0     0 |  18  1105 |0.07 0.08 0.13| 190M 19.3M  129M 1328M
  1   2  97   0   0   0|   0  2048B|1638k  109k|   0     0 |  18  1072 |0.07 0.08 0.12| 191M 19.3M  129M 1327M
  2   3  94   1   0   0|   0  2731B|1935k  128k|   0     0 |  18  1365 |0.06 0.08 0.12| 191M 19.3M  129M 1327M
  2   3  95   0   0   0|   0  2048B|2084k  138k|   0     0 |  18  1288 |0.05 0.08 0.12| 190M 19.3M  129M 1328M
  1   1  98   0   0   0|   0  2048B| 729k   49k|   0     0 |  18   460 |0.05 0.08 0.12| 190M 19.3M  129M 1327M
  1   0  99   0   0   0|   0  2048B|2592B 1073B|   0     0 |  18    42 |0.04 0.07 0.12| 190M 19.3M  129M 1327M
  1   1  98   0   0   0|   0  2048B|2603B 1073B|   0     0 |  18    47 |0.04 0.07 0.12| 190M 19.3M  129M 1327M
  1   2  96   0   0   0|   0  2048B| 145k 1910k|   0     0 |  18  1222 |0.04 0.07 0.12| 190M 19.4M  129M 1327M
