
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  9   1  90   0   0   0|   0   149k|  48k   51k|   0     0 | 339  1168 |0.68 0.35 0.16| 252M 21.4M  418M 13.0G
  9   2  89   0   0   0|   0   148k|3773B 5774B|   0     0 | 602  1560 |0.78 0.37 0.17| 288M 21.4M  418M 13.0G
  1   0  98   0   0   0|   0  6144B| 534k  563k|   0     0 |1288  2585 |0.66 0.36 0.17| 342M 21.4M  418M 12.9G
  1   1  98   0   0   0|   0  2048B| 818k  861k|   0     0 |1801  3566 |0.61 0.36 0.16| 345M 21.5M  418M 12.9G
  0   0  99   0   0   0|   0  2048B| 830k  875k|   0     0 |1673  3637 |0.72 0.38 0.17| 346M 21.5M  418M 12.9G
  0   0  99   0   0   0|   0  2731B| 797k  840k|   0     0 |1439  3493 |0.66 0.38 0.17| 346M 21.5M  418M 12.9G
  0   0  99   0   0   0|   0   146k| 823k  868k|   0     0 |1255  3572 |0.61 0.37 0.17| 348M 21.5M  418M 12.9G
  0   0  99   1   0   0|   0    16k| 807k  850k|   0     0 |1334  3544 |0.51 0.36 0.17| 350M 21.5M  418M 12.9G
  0   0  99   0   0   0|   0  2048B| 810k  854k|   0     0 |1328  3600 |0.47 0.35 0.17| 350M 21.5M  418M 12.9G
  0   0  99   0   0   0|   0  2048B| 822k  867k|   0     0 |1348  3701 |0.43 0.35 0.17| 352M 21.5M  418M 12.9G
  0   0  99   0   0   0|   0  2048B| 796k  839k|   0     0 |1182  3459 |0.40 0.34 0.17| 352M 21.5M  418M 12.9G
  0   0  99   0   0   0|   0  4779B| 817k  860k|   0     0 |1094  3497 |0.37 0.33 0.17| 354M 21.5M  418M 12.9G
  7   1  92   0   0   0|   0   129k| 257k  271k|   0     0 | 627  1856 |0.39 0.34 0.17| 227M 21.5M  419M 13.0G

------------------------------------------------------------------------
#client=4 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   0  99   1   0   0| 127k   96k|   0     0 |   0     0 | 277   801 |0.52 0.37 0.18| 263M 21.5M  419M 13.0G
  2   0  98   0   0   0|   0   140k| 829B  778B|   0     0 | 101   357 |0.44 0.35 0.18| 264M 21.5M  419M 13.0G
  2   1  97   0   0   0|   0  5461B|2967k 2966k|   0     0 |5614    11k|0.40 0.35 0.18| 291M 21.6M  419M 13.0G
  1   1  98   0   0   0|   0  2048B|3058k 3058k|   0     0 |5570    10k|0.37 0.34 0.18| 309M 21.6M  419M 13.0G
  0   1  98   0   0   0|   0  2048B|3148k 3148k|   0     0 |5853    11k|0.34 0.34 0.18| 308M 21.6M  419M 13.0G
  0   1  98   0   0   0|   0  6144B|3217k 3216k|   0     0 |6104    11k|0.31 0.33 0.18| 315M 21.6M  419M 13.0G
  1   1  98   0   0   0|   0    14k|3201k 3200k|   0     0 |6158    11k|0.27 0.32 0.17| 314M 21.6M  419M 13.0G
  1   1  98   0   0   0|   0  2048B|3230k 3229k|   0     0 |6194    11k|0.24 0.31 0.17| 314M 21.6M  419M 13.0G
  0   1  98   0   0   0|   0  2731B|3250k 3251k|   0     0 |6564    12k|0.22 0.31 0.17| 314M 21.6M  419M 13.0G
  0   1  98   0   0   0|   0  2048B|3289k 3289k|   0     0 |6692    12k|0.37 0.34 0.18| 314M 21.6M  419M 13.0G
  1   1  98   0   0   0|   0  6144B|3161k 3158k|   0     0 |6207    11k|0.42 0.35 0.19| 314M 21.6M  419M 13.0G
  0   1  99   0   0   0|   0  2048B|3136k 3136k|   0     0 |5986    11k|0.35 0.34 0.18| 314M 21.6M  419M 13.0G
  7   1  92   0   0   0|   0    41k| 132k  134k|   0     0 | 563  1357 |0.41 0.35 0.19| 243M 21.6M  419M 13.0G
  9   2  89   0   0   0|   0    33k|2849B 2950B|   0     0 | 386  1191 |0.45 0.36 0.19| 265M 21.6M  419M 13.0G
  2   1  97   0   0   0|   0  2731B|2027k 2027k|   0     0 |4034  7381 |0.42 0.35 0.19| 282M 21.7M  419M 13.0G
  1   1  98   0   0   0|   0  1365B|3165k 3164k|   0     0 |5719    11k|0.38 0.35 0.19| 292M 21.7M  419M 13.0G
  1   1  98   0   0   0|   0  2731B|3225k 3225k|   0     0 |6317    11k|0.32 0.33 0.19| 294M 21.7M  419M 13.0G
  1   1  98   0   0   0|   0  2048B|3118k 3119k|   0     0 |6025    10k|0.30 0.33 0.18| 308M 21.7M  419M 13.0G
  0   1  98   0   0   0|   0    47k|3167k 3166k|   0     0 |6093    10k|0.27 0.32 0.18| 308M 21.7M  419M 13.0G
  0   1  98   0   0   0|   0  6827B|3091k 3090k|   0     0 |5554  9622 |0.25 0.32 0.18| 309M 21.7M  419M 13.0G
  0   1  98   0   0   0|   0  2731B|3033k 3033k|   0     0 |5264  9020 |0.23 0.31 0.18| 309M 21.7M  419M 13.0G
  0   1  99   0   0   0|   0  1365B|3117k 3117k|   0     0 |5941  9761 |0.20 0.30 0.18| 321M 21.7M  419M 13.0G
  0   1  98   0   0   0|   0  2731B|3127k 3127k|   0     0 |5861  9827 |0.18 0.30 0.18| 321M 21.7M  419M 13.0G
  0   1  98   0   0   0|   0  6144B|3137k 3136k|   0     0 |5959  9887 |0.25 0.31 0.18| 339M 21.7M  419M 12.9G
  5   1  94   0   0   0|   0    28k|1080k 1080k|   0     0 |2423  4266 |0.31 0.32 0.19| 253M 21.7M  419M 13.0G

------------------------------------------------------------------------
#client=4 #workers=16 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   0  98   1   0   0| 120k   92k|   0     0 |   0     0 | 531  1240 |0.34 0.33 0.19| 267M 21.7M  419M 13.0G
  2   0  97   0   0   0|   0    29k| 829B  765B|   0     0 |  96   324 |0.39 0.34 0.19| 268M 21.8M  419M 13.0G
  2   2  96   0   0   0|   0  2731B|2963k 2962k|   0     0 |6024    11k|0.44 0.35 0.20| 295M 21.8M  419M 13.0G
  1   1  98   0   0   0|   0  2048B|3066k 3066k|   0     0 |5650    11k|0.37 0.34 0.20| 314M 21.8M  419M 13.0G
  1   1  98   0   0   0|   0  7509B|3058k 3057k|   0     0 |5811    10k|0.34 0.33 0.19| 314M 21.8M  419M 13.0G
  1   1  98   0   0   0|   0    44k|3100k 3102k|   0     0 |5769    10k|0.31 0.32 0.19| 320M 21.8M  419M 13.0G
  0   1  98   0   0   0|   0  5461B|3100k 3098k|   0     0 |5985    10k|0.29 0.32 0.19| 320M 21.8M  419M 13.0G
  1   1  98   0   0   0|   0  2731B|3069k 3069k|   0     0 |5847    10k|0.43 0.35 0.20| 320M 21.8M  419M 13.0G
  1   1  98   0   0   0|   0  2048B|3030k 3030k|   0     0 |5862    10k|0.36 0.33 0.20| 320M 21.8M  419M 13.0G
  0   1  99   0   0   0|   0  2048B|3020k 3019k|   0     0 |5813    10k|0.33 0.33 0.20| 320M 21.8M  419M 13.0G
  1   1  98   0   0   0|   0    11k|3032k 3032k|   0     0 |5462    10k|0.30 0.32 0.20| 320M 21.8M  419M 13.0G
  0   1  99   0   0   0|   0  3413B|3006k 3006k|   0     0 |5472  9966 |0.28 0.32 0.19| 321M 21.8M  419M 13.0G
  7   1  91   0   0   0|   0    53k|  79k   80k|   0     0 | 420  1138 |0.34 0.33 0.20| 253M 21.8M  419M 13.0G
