
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   3  96   1   0   0|   0  2048B| 217k 2880k|   0     0 |  18  1238 |0.15 0.08 0.07| 189M 19.7M  131M 1326M
  1   2  96   1   0   0|   0  2731B| 209k 2784k|   0     0 |  18  1040 |0.20 0.09 0.07| 189M 19.7M  131M 1326M
  1   2  96   1   0   0|   0  2048B| 208k 2760k|   0     0 |  18  1026 |0.18 0.09 0.07| 189M 19.7M  131M 1326M
  2   3  95   0   0   0|   0  2048B| 220k 2917k|   0     0 |  18  1150 |0.17 0.09 0.07| 189M 19.7M  131M 1326M
  2   3  95   1   0   0|   0  2048B| 218k 2901k|   0     0 |  18  1181 |0.16 0.09 0.07| 189M 19.7M  131M 1326M
  1   2  96   0   0   0|   0  2048B| 224k 2973k|   0     0 |  18  1215 |0.14 0.09 0.07| 189M 19.7M  131M 1326M
  1   2  96   1   0   0|   0  2048B| 217k 2883k|   0     0 |  18  1003 |0.12 0.08 0.07| 189M 19.7M  131M 1326M
  1   2  96   0   0   0|   0  2731B| 222k 2943k|   0     0 |  18  1167 |0.11 0.08 0.07| 189M 19.7M  131M 1326M
  2   2  96   1   0   0|   0  2048B| 225k 2986k|   0     0 |  18  1277 |0.10 0.08 0.07| 189M 19.7M  131M 1326M
  0   1  98   0   0   0|   0  2048B|  32k  406k|   0     0 |  18   220 |0.09 0.08 0.07| 189M 19.7M  131M 1326M

------------------------------------------------------------------------
#client=4 #workers=32 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  3   1  92   3   0   0|  69k  334k|   0     0 |   0     0 |  20   372 |0.16 0.09 0.07| 188M 19.7M  131M 1327M
  1   1  97   0   0   0|   0  2731B| 944k   63k|   0     0 |  18   565 |0.15 0.09 0.07| 189M 19.7M  131M 1326M
  3   3  94   1   0   0|   0  2731B|2911k  193k|   0     0 |  18  1237 |0.12 0.09 0.07| 189M 19.8M  131M 1326M
  2   3  94   0   0   0|   0  2048B|3016k  200k|   0     0 |  18  1324 |0.11 0.09 0.07| 189M 19.8M  131M 1326M
  2   3  94   0   0   0|   0  3413B|2962k  196k|   0     0 |  18  1346 |0.10 0.08 0.07| 189M 19.8M  131M 1326M
  2   3  95   0   0   0|   0  2731B|2931k  194k|   0     0 |  18  1231 |0.10 0.08 0.07| 189M 19.8M  131M 1326M
  3   3  93   1   0   0|   0  2048B|3083k  204k|   0     0 |  18  1476 |0.09 0.08 0.07| 189M 19.8M  131M 1326M
  2   3  94   1   0   1|   0  2048B|3044k  201k|   0     0 |  18  1422 |0.07 0.08 0.07| 189M 19.8M  131M 1326M
  2   2  95   0   0   0|   0  4779B|2958k  196k|   0     0 |  18  1212 |0.07 0.08 0.07| 189M 19.8M  131M 1326M
  2   3  93   1   0   0|   0  2048B|3020k  200k|   0     0 |  18  1370 |0.06 0.08 0.07| 189M 19.8M  131M 1326M
  3   2  94   0   0   0|   0  2048B|2975k  197k|   0     0 |  18  1229 |0.06 0.07 0.06| 189M 19.8M  131M 1326M
  2   1  96   1   0   0|   0  3413B|1928k  128k|   0     0 |  18   916 |0.05 0.07 0.06| 189M 19.8M  131M 1326M
  0   0  99   0   0   0|   0  2048B|1907B  839B|   0     0 |  18    38 |0.04 0.07 0.06| 189M 19.8M  131M 1326M
  1   0  98   0   0   0|   0  2048B|  21k  230k|   0     0 |  18   217 |0.04 0.07 0.06| 189M 19.8M  131M 1326M
  2   2  95   0   0   0|   0  2731B| 215k 2842k|   0     0 |  18  1294 |0.04 0.07 0.06| 189M 19.8M  131M 1326M
  1   3  96   1   0   0|   0  2048B| 228k 3026k|   0     0 |  18  1318 |0.03 0.07 0.06| 189M 19.9M  131M 1326M
  1   3  95   1   0   0|   0  2048B| 225k 2985k|   0     0 |  18  1327 |0.03 0.06 0.06| 189M 19.9M  131M 1326M
