
------------------------------------------------------------------------
#client=1 #workers=8 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  7   3  89   0   0   1|   0  4779B| 116k 1708k|   0     0 | 487  1818 |0.23 0.10 0.09| 170M 20.6M  132M 3117M
  1   2  96   0   0   1|   0  2048B| 193k 2911k|   0     0 | 898  2385 |0.20 0.10 0.09| 168M 20.6M  132M 3119M
  1   2  96   0   0   1|   0  8875B| 192k 2874k|   0     0 | 969  2147 |0.18 0.09 0.09| 168M 20.7M  132M 3118M
  1   2  95   0   0   1|   0  5461B| 191k 2867k|   0     0 | 724  2335 |0.17 0.09 0.09| 168M 20.7M  132M 3119M
  1   1  96   0   0   1|   0  2048B| 196k 2940k|   0     0 | 691  2489 |0.15 0.09 0.09| 170M 20.7M  132M 3116M
  1   1  97   0   0   1|   0  4096B| 195k 2930k|   0     0 |1027  2395 |0.14 0.09 0.09| 168M 20.7M  132M 3119M
  1   1  97   0   0   1|   0  5461B| 187k 2813k|   0     0 |1020  2206 |0.12 0.08 0.08| 168M 20.7M  132M 3119M
  1   1  96   0   0   1|   0  2048B| 187k 2806k|   0     0 | 940  2075 |0.11 0.08 0.08| 168M 20.7M  132M 3119M
  1   1  96   0   0   1|   0  6144B| 193k 2885k|   0     0 |1012  2335 |0.10 0.08 0.08| 170M 20.7M  132M 3116M
  1   1  97   0   0   1|   0  2048B| 188k 2823k|   0     0 | 911  2065 |0.09 0.08 0.08| 168M 20.7M  132M 3119M
  1   1  98   0   0   0|   0  2048B|  73k 1080k|   0     0 | 438   837 |0.08 0.08 0.08| 166M 20.7M  132M 3121M
  0   0  99   0   0   0|   0  2731B|2737B 1436B|   0     0 |  24    58 |0.07 0.08 0.08| 166M 20.7M  132M 3121M
  7   2  91   0   0   0|   0  6144B| 311k   25k|   0     0 | 118   507 |0.15 0.09 0.09| 168M 20.7M  132M 3119M
  1   1  97   0   0   1|   0  4096B|2835k  213k|   0     0 | 604  2149 |0.13 0.09 0.09| 170M 20.8M  132M 3116M
  1   1  96   0   0   1|   0  3413B|2853k  214k|   0     0 |1042  2247 |0.12 0.09 0.09| 170M 20.8M  132M 3116M
  1   2  96   0   0   1|   0  5461B|2811k  210k|   0     0 | 908  2124 |0.11 0.09 0.09| 168M 20.8M  132M 3118M
  1   1  96   0   0   1|   0  2731B|2797k  210k|   0     0 | 638  2180 |0.10 0.08 0.08| 170M 20.8M  132M 3116M
  1   2  96   0   0   1|   0  4779B|2872k  215k|   0     0 | 762  2226 |0.09 0.08 0.08| 168M 20.8M  132M 3119M
  1   1  96   0   0   1|   0  4779B|2915k  219k|   0     0 | 394  2125 |0.08 0.08 0.08| 168M 20.8M  132M 3118M
  1   2  95   0   0   1|   0  2731B|2981k  223k|   0     0 | 401  2278 |0.07 0.08 0.08| 168M 20.8M  132M 3118M
  1   1  96   0   0   1|   0  2731B|2893k  217k|   0     0 | 569  2302 |0.07 0.08 0.08| 168M 20.8M  132M 3118M
  1   1  96   0   0   1|   0  2048B|2918k  219k|   0     0 | 526  2218 |0.06 0.07 0.08| 170M 20.8M  132M 3116M
  2   2  95   0   0   1|   0  2048B|2678k  201k|   0     0 | 429  2295 |0.05 0.07 0.08| 166M 20.8M  132M 3120M
  1   0  96   4   0   0|   0  2731B|1902B 1091B|   0     0 |  27    67 |0.05 0.07 0.08| 167M 20.8M  132M 3119M

------------------------------------------------------------------------
#client=4 #workers=32 run=1 write-only and afterwards read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  3   2  92   3   0   0| 133k   50M|   0     0 |   0     0 | 285  1205 |0.04 0.07 0.08| 165M 20.8M  132M 3121M
  0   0 100   0   0   0|   0  5461B|1523B  949B|   0     0 |  27    64 |0.04 0.07 0.08| 166M 20.8M  132M 3121M
  7   3  89   0   0   1|   0  8192B| 116k 1716k|   0     0 | 275  1620 |0.12 0.08 0.09| 168M 20.9M  132M 3118M
