
------------------------------------------------------------------------
#client=1 #workers=16 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   0  98   0   0   0|   0  7509B| 398k  417k|   0     0 | 880  2314 |0.39 0.44 0.55| 428M 72.5M 1024M 12.2G
  1   0  99   0   0   0|   0  2731B| 468k  493k|   0     0 | 975  2417 |0.44 0.45 0.55| 433M 72.5M 1024M 12.2G
  1   0  99   0   0   0|   0  2048B| 497k  522k|   0     0 |1330  2633 |0.40 0.44 0.55| 428M 72.5M 1024M 12.2G
  0   0  99   0   0   0|   0  2048B| 522k  548k|   0     0 | 982  2706 |0.34 0.43 0.54| 428M 72.5M 1024M 12.2G
  0   0  99   0   0   0|   0  5461B| 502k  528k|   0     0 | 932  2606 |0.31 0.42 0.54| 434M 72.5M 1024M 12.2G
  0   0  99   0   0   0|   0    13k| 522k  549k|   0     0 | 988  2723 |0.29 0.41 0.53| 432M 72.6M 1024M 12.2G
  0   0  99   0   0   0|   0  2048B| 515k  541k|   0     0 | 938  2699 |0.27 0.41 0.53| 434M 72.6M 1024M 12.2G
  0   0  99   0   0   0|   0  2048B| 522k  548k|   0     0 | 926  2746 |0.24 0.40 0.53| 436M 72.6M 1024M 12.2G
  0   0  99   0   0   0|   0  2048B| 512k  539k|   0     0 | 916  2729 |0.21 0.39 0.52| 436M 72.6M 1024M 12.2G
  0   0  99   0   0   0|   0  3413B| 520k  546k|   0     0 | 914  2745 |0.19 0.38 0.52| 438M 72.6M 1024M 12.2G
  1   0  98   0   0   0|   0  2731B| 258k  270k|   0     0 | 507  1552 |0.17 0.37 0.52| 475M 72.6M 1024M 12.2G

------------------------------------------------------------------------
#client=4 #workers=16 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   0  97   2   0   0| 189k  967k|   0     0 |   0     0 | 318   796 |0.30 0.39 0.52| 348M 72.6M 1024M 12.3G
  2   0  98   0   0   0|   0  3413B|3234B 1739B|   0     0 | 105   348 |0.28 0.39 0.52| 349M 72.6M 1024M 12.3G
  1   1  98   0   0   0|   0  3413B| 992k  991k|   0     0 |2303  4244 |0.25 0.38 0.52| 377M 72.6M 1024M 12.3G
  1   1  98   0   0   0|   0    10k|2035k 2034k|   0     0 |4556  8564 |0.21 0.37 0.51| 374M 72.6M 1024M 12.3G
  1   1  98   0   0   0|   0  7509B|2132k 2131k|   0     0 |4604  9028 |0.20 0.36 0.51| 396M 72.6M 1024M 12.2G
  1   1  98   0   0   0|   0   141k|2125k 2123k|   0     0 |4555  8836 |0.18 0.36 0.51| 395M 72.6M 1024M 12.2G
  0   1  99   0   0   0|   0  4096B|2135k 2133k|   0     0 |4606  8860 |0.17 0.35 0.50| 397M 72.6M 1024M 12.2G
  1   1  98   0   0   0|   0  3413B|2115k 2114k|   0     0 |4669  8711 |0.15 0.34 0.50| 407M 72.6M 1024M 12.2G
  1   1  98   0   0   0|   0  2048B|2159k 2159k|   0     0 |4657  8926 |0.13 0.33 0.49| 404M 72.6M 1024M 12.2G
  1   1  98   0   0   0|   0  2048B|2145k 2144k|   0     0 |4564  8643 |0.12 0.33 0.49| 403M 72.6M 1024M 12.2G
  1   1  98   0   0   0|   0    11k|2116k 2115k|   0     0 |4787  8511 |0.11 0.32 0.49| 403M 72.6M 1024M 12.2G
  1   1  99   0   0   0|   0  2731B|2125k 2124k|   0     0 |5093  8760 |0.10 0.31 0.48| 398M 72.6M 1024M 12.2G
  0   1  99   0   0   0|   0  2731B|1727k 1726k|   0     0 |3847  6955 |0.09 0.31 0.48| 399M 72.6M 1024M 12.2G
  8   1  91   0   0   0|   0    56k|4004B 3418B|   0     0 | 350  1002 |0.16 0.32 0.48| 293M 72.6M 1024M 12.3G
  9   2  90   0   0   0|   0   105k|5456B 4138B|   0     0 | 439  1294 |0.23 0.33 0.48| 357M 72.6M 1025M 12.3G
  2   1  97   0   0   0|   0  2731B|1377k 1376k|   0     0 |3105  5897 |0.45 0.37 0.50| 376M 72.6M 1025M 12.3G
  1   1  98   0   0   0|   0  2048B|2082k 2081k|   0     0 |4433  8396 |0.41 0.37 0.50| 382M 72.6M 1025M 12.3G
  0   1  99   0   0   0|   0  2048B|2113k 2112k|   0     0 |4513  8459 |0.38 0.36 0.49| 381M 72.7M 1025M 12.3G
  1   1  98   0   0   0|   0  2048B|2161k 2160k|   0     0 |4638  8466 |0.32 0.35 0.49| 386M 72.7M 1025M 12.2G
  1   1  98   0   0   0|   0  6144B|2148k 2147k|   0     0 |4584  8750 |0.29 0.34 0.48| 402M 72.7M 1025M 12.2G
  0   1  99   0   0   0|   0    15k|2144k 2143k|   0     0 |4648  8531 |0.27 0.33 0.48| 398M 72.7M 1025M 12.2G
  0   1  99   0   0   0|   0  2731B|2169k 2168k|   0     0 |4835  8883 |0.25 0.33 0.48| 398M 72.7M 1025M 12.2G
  1   1  98   0   0   0|   0  2048B|2150k 2149k|   0     0 |4724  8656 |0.23 0.32 0.47| 400M 72.7M 1025M 12.2G
  0   1  99   0   0   0|   0  2048B|2137k 2136k|   0     0 |4549  8681 |0.19 0.31 0.47| 400M 72.7M 1025M 12.2G
  1   1  99   0   0   0|   0  6144B|2172k 2171k|   0     0 |4577  8878 |0.18 0.31 0.47| 403M 72.7M 1025M 12.2G
  2   1  98   0   0   0|   0  3413B|1404k 1403k|   0     0 |2994  5811 |0.16 0.30 0.46| 424M 72.7M 1025M 12.2G
 10   2  88   0   0   0|   0    53k|5907B 4214B|   0     0 | 374  1178 |0.23 0.31 0.47| 299M 72.7M 1025M 12.3G

------------------------------------------------------------------------
#client=4 #workers=32 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   0  97   2   0   0| 180k  921k|   0     0 |   0     0 | 478  1091 |0.45 0.36 0.48| 356M 72.7M 1025M 12.3G
  2   0  98   0   0   0|   0  4096B|2031B 1252B|   0     0 | 102   357 |0.42 0.35 0.48| 357M 72.7M 1025M 12.3G
  2   1  97   0   0   0|   0  2731B|1045k 1049k|   0     0 |2430  4736 |0.35 0.34 0.47| 398M 72.7M 1025M 12.2G
  1   1  98   0   0   0|   0  2048B|2082k 2083k|   0     0 |4556  8749 |0.32 0.33 0.47| 400M 72.7M 1025M 12.2G
  1   1  98   0   0   0|   0  2048B|2138k 2138k|   0     0 |4792  9142 |0.30 0.33 0.47| 399M 72.7M 1025M 12.2G
  1   1  98   0   0   0|   0    11k|2173k 2173k|   0     0 |4824  9340 |0.35 0.34 0.47| 414M 72.7M 1025M 12.2G
  1   1  99   0   0   0|   0    15k|2110k 2111k|   0     0 |4588  8903 |0.33 0.33 0.47| 406M 72.7M 1025M 12.2G
  1   1  98   0   0   0|   0  2048B|2162k 2162k|   0     0 |4809  9302 |0.27 0.32 0.46| 406M 72.7M 1025M 12.2G
  1   1  98   0   0   0|   0  2048B|2215k 2216k|   0     0 |5079  9515 |0.25 0.32 0.46| 413M 72.7M 1025M 12.2G
  0   1  98   0   0   0|   0  2048B|2167k 2167k|   0     0 |5036  9266 |0.23 0.31 0.45| 413M 72.7M 1025M 12.2G
  0   1  99   0   0   0|   0  6144B|2123k 2123k|   0     0 |4878  8918 |0.29 0.32 0.46| 413M 72.7M 1025M 12.2G
  0   1  99   0   0   0|   0  2731B|2129k 2130k|   0     0 |4974  8992 |0.27 0.32 0.45| 410M 72.7M 1025M 12.2G
  1   1  98   0   0   0|   0  3413B|1712k 1717k|   0     0 |3784  7337 |0.23 0.31 0.45| 415M 72.7M 1025M 12.2G
 10   2  88   0   0   0|   0    93k|4880B 4090B|   0     0 | 368  1133 |0.29 0.32 0.45| 360M 72.7M 1026M 12.3G
  6   1  92   0   0   0|   0    87k|4196B 3909B|   0     0 | 486  1221 |0.27 0.31 0.45| 361M 72.8M 1025M 12.3G
  2   1  97   0   0   0|   0   106k|1746k 1748k|   0     0 |4071  7727 |0.33 0.33 0.45| 395M 72.8M 1025M 12.2G
  1   1  98   0   0   0|   0  2731B|2112k 2111k|   0     0 |4508  8793 |0.30 0.32 0.45| 400M 72.8M 1025M 12.2G
  1   1  98   0   0   0|   0  2048B|2096k 2096k|   0     0 |4478  8698 |0.25 0.31 0.45| 402M 72.8M 1025M 12.2G
