
------------------------------------------------------------------------
#client=1 #workers=16 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  0   0  99   0   0   0|   0  2048B| 514k  540k|   0     0 |1053  2814 |0.11 0.44 0.55| 398M 67.4M  921M 12.3G
  0   0  99   0   0   0|   0  2048B| 517k  543k|   0     0 |1039  2892 |0.09 0.43 0.55| 396M 67.4M  921M 12.3G
  0   0  99   0   0   0|   0  2048B| 518k  545k|   0     0 |1062  2837 |0.09 0.42 0.54| 392M 67.4M  921M 12.3G
  0   0  99   0   0   0|   0  9557B| 500k  525k|   0     0 | 997  2690 |0.08 0.41 0.54| 395M 67.4M  921M 12.3G
  6   1  93   0   0   0|   0    79k| 119k  124k|   0     0 | 515  1476 |0.23 0.44 0.55| 286M 67.4M  921M 12.4G

------------------------------------------------------------------------
#client=1 #workers=64 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   0  97   2   0   0| 176k 1015k|   0     0 |   0     0 | 281   700 |0.42 0.48 0.56| 357M 67.4M  921M 12.4G
  2   0  98   0   0   0|   0  3413B|3234B 1739B|   0     0 |  88   356 |0.39 0.47 0.56| 359M 67.4M  921M 12.4G
  1   1  98   0   0   0|   0  3413B| 391k  411k|   0     0 | 977  2308 |0.33 0.45 0.55| 408M 67.4M  921M 12.3G
  1   1  98   0   0   0|   0    10k| 476k  500k|   0     0 |1169  2530 |0.30 0.44 0.54| 413M 67.4M  921M 12.3G
  1   1  98   0   0   0|   0  6827B| 483k  508k|   0     0 |1137  2521 |0.28 0.44 0.54| 417M 67.4M  921M 12.3G
  0   0  99   0   0   0|   0    75k| 494k  519k|   0     0 | 976  2664 |0.26 0.43 0.54| 417M 67.4M  921M 12.3G
  0   0  99   0   0   0|   0  2048B| 495k  520k|   0     0 | 990  2648 |0.24 0.42 0.54| 417M 67.4M  921M 12.3G
  0   0  99   0   0   0|   0  2048B| 500k  526k|   0     0 |1016  2595 |0.20 0.41 0.53| 415M 67.4M  921M 12.3G
  0   0  99   0   0   0|   0  2731B| 497k  523k|   0     0 |1027  2605 |0.18 0.40 0.53| 415M 67.5M  921M 12.3G
  0   0  99   0   0   0|   0  7509B| 495k  520k|   0     0 | 959  2599 |0.17 0.39 0.52| 415M 67.5M  921M 12.3G
  0   0  99   0   0   0|   0  5461B| 498k  524k|   0     0 | 915  2676 |0.15 0.39 0.52| 415M 67.5M  921M 12.3G
  0   0  99   0   0   0|   0  2048B| 506k  532k|   0     0 |1025  2710 |0.14 0.38 0.52| 415M 67.5M  921M 12.3G
  3   1  96   0   0   0|   0  3413B| 255k  268k|   0     0 | 662  1852 |0.28 0.40 0.52| 417M 67.5M  921M 12.3G
 10   1  88   0   0   0|   0   155k|5047B 4202B|   0     0 | 374  1096 |0.26 0.39 0.52| 324M 67.5M  923M 12.4G
  3   1  96   0   0   0|   0   149k|  74k   77k|   0     0 | 525  1306 |0.24 0.39 0.52| 414M 67.5M  922M 12.3G
  1   1  98   0   0   0|   0    13k| 482k  507k|   0     0 |1291  2507 |0.22 0.38 0.52| 424M 67.5M  922M 12.3G
  1   0  99   0   0   0|   0  2048B| 490k  515k|   0     0 |1273  2544 |0.20 0.37 0.51| 422M 67.5M  922M 12.3G
  1   0  99   0   0   0|   0  6827B| 481k  506k|   0     0 |1204  2531 |0.24 0.38 0.51| 424M 67.5M  922M 12.3G
  0   0  99   0   0   0|   0   141k| 505k  531k|   0     0 |1112  2973 |0.22 0.37 0.51| 426M 67.5M  922M 12.3G
  0   0  99   0   0   0|   0    11k| 486k  511k|   0     0 |1069  2639 |0.20 0.37 0.51| 426M 67.5M  922M 12.3G
  0   0  99   0   0   0|   0  2731B| 496k  522k|   0     0 | 861  2909 |0.27 0.38 0.51| 426M 67.5M  922M 12.3G
  0   0  99   0   0   0|   0  7509B| 505k  531k|   0     0 | 880  2982 |0.33 0.39 0.51| 426M 67.5M  922M 12.3G
  0   0  99   0   0   0|   0  2048B| 498k  523k|   0     0 | 851  2873 |0.28 0.37 0.51| 428M 67.5M  922M 12.3G
  0   0  99   0   0   0|   0  2048B| 493k  518k|   0     0 | 831  2830 |0.25 0.37 0.50| 428M 67.5M  922M 12.3G
  0   0  99   0   0   0|   0  4096B| 505k  531k|   0     0 |1018  2753 |0.23 0.36 0.50| 435M 67.5M  922M 12.3G
  7   1  92   0   0   0|   0   133k|  93k   97k|   0     0 | 465  1244 |0.21 0.35 0.50| 317M 67.5M  923M 12.4G

------------------------------------------------------------------------
#client=4 #workers=16 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   0  97   2   0   0| 167k  965k|   0     0 |   0     0 | 311   781 |0.18 0.34 0.49| 341M 67.5M  923M 12.4G
  2   0  98   0   0   0|   0  4096B|3234B 1739B|   0     0 | 102   357 |0.17 0.34 0.49| 343M 67.5M  923M 12.4G
  2   1  97   0   0   0|   0  2731B|1478k 1478k|   0     0 |3188  6266 |0.22 0.34 0.49| 370M 67.5M  923M 12.4G
  1   1  98   0   0   0|   0  2048B|1974k 1974k|   0     0 |3956  8021 |0.20 0.34 0.49| 392M 67.5M  923M 12.3G
  1   1  98   0   0   0|   0  7509B|2025k 2024k|   0     0 |4234  8186 |0.19 0.33 0.48| 389M 67.5M  923M 12.3G
  1   1  97   0   0   0|   0   135k|2008k 2007k|   0     0 |4115  7999 |0.17 0.32 0.48| 391M 67.5M  923M 12.3G
  1   1  98   0   0   0|   0    15k|1977k 1976k|   0     0 |4072  8005 |0.16 0.32 0.48| 390M 67.6M  923M 12.3G
  1   1  98   0   0   0|   0  3413B|2025k 2024k|   0     0 |4125  8107 |0.45 0.37 0.49| 395M 67.6M  923M 12.3G
  1   1  98   0   0   0|   0  2048B|2018k 2016k|   0     0 |4232  8092 |0.42 0.37 0.49| 394M 67.6M  923M 12.3G
  1   1  98   0   0   0|   0  2048B|2023k 2021k|   0     0 |4203  8295 |0.38 0.36 0.49| 398M 67.6M  923M 12.3G
  0   1  98   0   0   0|   0  6144B|2005k 2004k|   0     0 |4243  8331 |0.35 0.36 0.48| 397M 67.6M  923M 12.3G
  0   1  98   0   0   0|   0  3413B|1992k 1991k|   0     0 |4218  7908 |0.64 0.42 0.50| 396M 67.6M  923M 12.3G
  1   1  98   0   0   0|   0  4096B|1110k 1110k|   0     0 |2480  4588 |0.70 0.44 0.51| 423M 67.6M  923M 12.3G
  8   1  90   0   0   0|   0    58k|5260B 3792B|   0     0 | 355   998 |0.64 0.43 0.51| 287M 67.6M  923M 12.4G
  6   1  93   0   0   0|   0    51k|  48k   47k|   0     0 | 503  1293 |0.67 0.44 0.51| 363M 67.6M  923M 12.4G
  1   1  97   0   0   0|   0  2731B|1823k 1822k|   0     0 |3891  7576 |0.62 0.43 0.51| 369M 67.6M  923M 12.4G
  1   1  98   0   0   0|   0  2048B|2002k 2002k|   0     0 |4092  8250 |0.57 0.42 0.50| 371M 67.6M  923M 12.4G
  1   1  98   0   0   0|   0  2048B|2043k 2041k|   0     0 |4046  8359 |0.48 0.41 0.50| 372M 67.6M  923M 12.4G
  1   1  98   0   0   0|   0    13k|2033k 2031k|   0     0 |4008  7790 |0.68 0.45 0.51| 379M 67.6M  923M 12.4G
  1   1  98   0   0   0|   0    55k|2017k 2016k|   0     0 |4374  7990 |0.63 0.44 0.51| 391M 67.6M  923M 12.3G
  0   1  98   0   0   0|   0  2731B|2030k 2028k|   0     0 |4220  7714 |0.58 0.44 0.51| 391M 67.6M  923M 12.3G
  1   1  98   0   0   0|   0  2731B|2059k 2058k|   0     0 |4359  8131 |0.53 0.43 0.50| 391M 67.6M  923M 12.3G
  1   1  98   0   0   0|   0  2048B|2001k 2000k|   0     0 |4098  7908 |0.53 0.43 0.50| 391M 67.6M  923M 12.3G
  1   1  98   0   0   0|   0  2048B|2028k 2027k|   0     0 |4130  8065 |0.49 0.42 0.50| 391M 67.6M  923M 12.3G
  1   1  98   0   0   0|   0    10k|2034k 2033k|   0     0 |4482  8256 |0.45 0.42 0.50| 391M 67.6M  923M 12.3G
  5   1  94   0   0   0|   0    43k| 772k  771k|   0     0 |1862  3788 |0.41 0.41 0.49| 417M 67.6M  923M 12.3G

------------------------------------------------------------------------
#client=4 #workers=32 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   0  97   2   0   0| 159k  919k|   0     0 |   0     0 | 456  1055 |0.42 0.41 0.49| 347M 67.6M  923M 12.4G
  2   0  98   0   0   0|   0    10k|2031B 1252B|   0     0 |  99   339 |0.36 0.40 0.49| 348M 67.7M  923M 12.4G
  2   1  96   0   0   0|   0    11k|1582k 1590k|   0     0 |3525  6872 |0.33 0.39 0.48| 392M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0    10k|2017k 2018k|   0     0 |4292  8230 |0.30 0.38 0.48| 397M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  6144B|2026k 2027k|   0     0 |4388  8278 |0.28 0.38 0.48| 392M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0    13k|2040k 2042k|   0     0 |4203  8096 |0.25 0.37 0.48| 404M 67.7M  923M 12.3G
  0   1  98   0   0   0|   0  5461B|2009k 2010k|   0     0 |4424  8155 |0.66 0.46 0.50| 404M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  6144B|2045k 2047k|   0     0 |4425  8337 |0.60 0.45 0.50| 405M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  6827B|2082k 2082k|   0     0 |4392  8661 |0.72 0.48 0.51| 408M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  6144B|2034k 2035k|   0     0 |4366  8439 |0.66 0.47 0.51| 404M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0    25k|1985k 1987k|   0     0 |4313  8155 |0.61 0.46 0.50| 408M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  4779B|2008k 2010k|   0     0 |4318  8311 |0.51 0.44 0.50| 408M 67.7M  923M 12.3G
  4   1  95   0   0   0|   0  6827B|1035k 1037k|   0     0 |2449  4766 |0.55 0.45 0.50| 412M 67.7M  923M 12.3G
  8   1  90   0   0   0|   0    95k|4756B 3523B|   0     0 | 340  1070 |0.59 0.46 0.50| 335M 67.7M  924M 12.4G
  4   1  95   0   0   0|   0   175k| 256k  262k|   0     0 | 859  1874 |0.62 0.47 0.51| 392M 67.7M  923M 12.3G
  1   1  97   0   0   0|   0    18k|2000k 2000k|   0     0 |4205  7865 |0.57 0.46 0.50| 396M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  2731B|1985k 1985k|   0     0 |4064  7467 |0.56 0.46 0.50| 397M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  2048B|1993k 1992k|   0     0 |4072  7816 |0.52 0.46 0.50| 397M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  2048B|2009k 2009k|   0     0 |4171  8047 |0.48 0.45 0.50| 397M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  2731B|2012k 2012k|   0     0 |4187  7920 |0.44 0.44 0.49| 395M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  6144B|1936k 1936k|   0     0 |4022  7471 |0.40 0.43 0.49| 397M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  8192B|1964k 1964k|   0     0 |4096  7585 |0.50 0.45 0.50| 398M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  2731B|1983k 1983k|   0     0 |4193  7763 |0.46 0.44 0.49| 407M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  2048B|1964k 1965k|   0     0 |4077  7734 |0.42 0.44 0.49| 408M 67.7M  923M 12.3G
  1   1  98   0   0   0|   0  2048B|1995k 1995k|   0     0 |4172  7859 |0.39 0.43 0.49| 404M 67.7M  923M 12.3G
  7   1  92   0   0   0|   0    91k| 394k  395k|   0     0 |1096  2453 |0.36 0.42 0.48| 295M 67.7M  924M 12.4G

------------------------------------------------------------------------
#client=4 #workers=64 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   0  97   2   0   0| 152k  878k|   0     0 |   0     0 | 589  1302 |0.38 0.42 0.48| 363M 67.7M  924M 12.4G
  2   0  98   0   0   0|   0    13k|3466B 2067B|   0     0 | 111   362 |0.35 0.42 0.48| 366M 67.7M  924M 12.4G
  2   1  96   0   0   0|   0  4096B|1567k 1600k|   0     0 |3522  6708 |0.29 0.40 0.48| 413M 67.7M  924M 12.3G
  1   1  98   0   0   0|   0  2731B|2028k 2048k|   0     0 |4521  8341 |0.27 0.40 0.47| 413M 67.7M  924M 12.3G
  1   1  98   0   0   0|   0  2048B|1994k 2024k|   0     0 |4533  8159 |0.25 0.39 0.47| 412M 67.7M  924M 12.3G
  1   1  98   0   0   0|   0  6144B|2013k 2039k|   0     0 |4335  8190 |0.39 0.42 0.48| 416M 67.8M  924M 12.3G
  1   1  98   0   0   0|   0    12k|1984k 2014k|   0     0 |4330  8014 |0.36 0.41 0.47| 414M 67.8M  924M 12.3G
  1   1  98   0   0   0|   0  2048B|2017k 2042k|   0     0 |4310  8255 |0.38 0.41 0.47| 420M 67.8M  924M 12.3G
  1   1  98   0   0   0|   0  2048B|2019k 2042k|   0     0 |4543  8222 |0.35 0.41 0.47| 430M 67.8M  924M 12.3G
  1   1  98   0   0   0|   0  2048B|2010k 2035k|   0     0 |4484  8304 |0.32 0.40 0.47| 432M 67.8M  924M 12.3G
  1   1  97   0   0   0|   0  6827B|1956k 1991k|   0     0 |4358  8060 |0.30 0.39 0.47| 430M 67.8M  924M 12.3G
  0   1  98   0   0   0|   0  2731B|2032k 2058k|   0     0 |4460  8363 |0.35 0.40 0.47| 433M 67.8M  924M 12.3G
  2   1  96   0   0   0|   0  4096B|1075k 1097k|   0     0 |2522  4719 |0.45 0.42 0.47| 433M 67.8M  924M 12.3G
 11   2  87   0   0   0|   0   316k|5686B 4657B|   0     0 | 491  1275 |0.50 0.43 0.48| 315M 67.8M  926M 12.4G
  4   1  95   0   0   0|   0   157k| 170k  179k|   0     0 | 813  1788 |0.54 0.44 0.48| 417M 67.8M  925M 12.3G
  1   2  97   0   0   0|   0  2048B|1929k 1956k|   0     0 |4175  7886 |0.49 0.43 0.48| 421M 67.8M  925M 12.3G
  1   1  99   0   0   0|   0  2048B|2050k 2064k|   0     0 |4331  8318 |0.45 0.43 0.47| 428M 67.8M  925M 12.3G
  1   1  98   0   0   0|   0  2048B|2056k 2066k|   0     0 |4414  8192 |0.38 0.41 0.47| 429M 67.8M  925M 12.3G
  1   1  98   0   0   0|   0  3413B|2062k 2071k|   0     0 |4451  8322 |0.51 0.44 0.48| 432M 67.8M  925M 12.3G
  1   1  98   0   0   0|   0    22k|2036k 2049k|   0     0 |4610  8342 |0.47 0.43 0.47| 436M 67.8M  925M 12.3G
  1   1  98   0   0   0|   0  2731B|1968k 1993k|   0     0 |4253  7930 |0.43 0.42 0.47| 439M 67.8M  925M 12.3G
  1   1  98   0   0   0|   0  2048B|2033k 2049k|   0     0 |4327  8223 |0.40 0.42 0.47| 442M 67.8M  925M 12.3G
  1   1  98   0   0   0|   0  2048B|2028k 2043k|   0     0 |4442  8231 |0.66 0.47 0.48| 444M 67.8M  925M 12.3G
  1   1  98   0   0   0|   0  2048B|2031k 2045k|   0     0 |4407  8293 |0.60 0.46 0.48| 446M 67.8M  925M 12.3G
  0   1  98   0   0   0|   0  6144B|2032k 2048k|   0     0 |4443  8278 |0.56 0.45 0.48| 451M 67.8M  925M 12.3G
  8   1  91   0   0   0|   0   141k| 516k  530k|   0     0 |1424  3020 |0.51 0.45 0.48| 286M 67.8M  926M 12.4G

------------------------------------------------------------------------
#client=8 #workers=16 run=1 write-only then read-only   | dstat params: -alm -N eth0 6
------------------------------------------------------------------------
[7l----total-cpu-usage---- -dsk/total- --net/eth0- ---paging-- ---system-- ---load-avg--- ------memory-usage-----
usr sys idl wai hiq siq| read  writ| recv  send|  in   out | int   csw | 1m   5m  15m | used  buff  cach  free
  1   0  97   2   0   0| 145k  841k|   0     0 |   0     0 | 717  1534 |0.59 0.46 0.48| 341M 67.8M  926M 12.4G
  2   0  98   0   0   0|   0  4096B|3234B 1739B|   0     0 | 110   351 |0.54 0.46 0.48| 343M 67.8M  926M 12.4G
  2   2  95   0   0   0|   0  3413B|3199k 3199k|   0     0 |6454    12k|0.62 0.47 0.48| 389M 67.8M  926M 12.3G
  1   2  97   0   0   0|   0  2048B|3949k 3948k|   0     0 |7331    14k|0.89 0.53 0.50| 390M 67.8M  926M 12.3G
  1   2  97   0   0   0|   0  2048B|3909k 3906k|   0     0 |7686    14k|0.82 0.52 0.50| 397M 67.8M  926M 12.3G
  1   1  98   0   0   0|   0  6144B|3998k 3997k|   0     0 |7572    14k|0.75 0.52 0.50| 398M 67.8M  926M 12.3G
  1   2  97   0   0   0|   0    15k|4011k 4010k|   0     0 |7557    14k|0.69 0.51 0.49| 400M 67.8M  926M 12.3G
  1   2  97   0   0   0|   0  2048B|4042k 4041k|   0     0 |7730    14k|0.58 0.49 0.49| 400M 67.8M  926M 12.3G
  1   2  97   0   0   0|   0  2048B|4060k 4058k|   0     0 |7760    14k|0.86 0.55 0.51| 399M 67.8M  926M 12.3G
  1   2  98   0   0   0|   0  2048B|4036k 4034k|   0     0 |7813    14k|0.79 0.54 0.50| 400M 67.8M  926M 12.3G
  1   1  98   0   0   0|   0  6144B|3984k 3983k|   0     0 |7854    14k|0.72 0.53 0.50| 398M 67.9M  926M 12.3G
  1   2  97   0   0   0|   0  2048B|4070k 4069k|   0     0 |7824    14k|0.75 0.54 0.50| 398M 67.9M  926M 12.3G
  5   2  94   0   0   0|   0    59k|2000k 1999k|   0     0 |4117  7803 |0.95 0.59 0.52| 411M 67.9M  926M 12.3G
  7   1  91   0   0   0|   0    16k|4508B 3096B|   0     0 | 392  1053 |0.96 0.59 0.52| 325M 67.9M  926M 12.4G
  4   1  95   0   0   0|   0    53k| 600k  600k|   0     0 |1538  3101 |0.96 0.60 0.53| 366M 67.9M  926M 12.4G
  2   2  96   0   0   0|   0  2048B|4001k 4000k|   0     0 |8069    15k|0.88 0.59 0.52| 368M 67.9M  926M 12.4G
  1   2  97   0   0   0|   0  2048B|4049k 4047k|   0     0 |8460    15k|0.81 0.58 0.52| 373M 67.9M  926M 12.4G
  1   1  97   0   0   0|   0  2048B|4022k 4020k|   0     0 |7625    15k|1.08 0.64 0.54| 385M 67.9M  926M 12.3G
  1   2  97   0   0   0|   0    63k|4052k 4051k|   0     0 |7682    14k|0.99 0.63 0.54| 386M 67.9M  926M 12.3G
  1   1  98   0   0   0|   0  6144B|4045k 4044k|   0     0 |8190    15k|0.99 0.64 0.54| 391M 67.9M  926M 12.3G
  1   2  97   0   0   0|   0  2731B|4015k 4015k|   0     0 |7702    15k|0.99 0.65 0.55| 388M 67.9M  926M 12.3G
  1   2  97   0   0   0|   0  2048B|4036k 4035k|   0     0 |7420    15k|0.91 0.64 0.54| 398M 67.9M  926M 12.3G
  1   2  97   0   0   0|   0  2048B|4058k 4056k|   0     0 |7912    14k|0.77 0.61 0.54| 397M 67.9M  926M 12.3G
  1   2  97   0   0   0|   0  5461B|4092k 4091k|   0     0 |7972    15k|0.71 0.60 0.53| 393M 67.9M  926M 12.3G
  1   2  97   0   0   0|   0  7509B|3935k 3935k|   0     0 |7773    14k|0.65 0.59 0.53| 394M 67.9M  926M 12.3G
  7   1  92   0   0   0|   0    56k| 675k  674k|   0     0 |1723  3472 |0.68 0.60 0.53| 300M 67.9M  926M 12.4G
